v8-version,7,0,276,38,-node.11,0
code-creation,Builtin,3,3442,0xa059bf1e960,535,ArraySingleArgumentConstructor_HoleySmi_DontOverride
code-creation,Builtin,3,3452,0xa059bf1ebc0,499,ArraySingleArgumentConstructor_PackedSmi_DisableAllocationSites
code-creation,Builtin,3,3461,0xa059bf1ee00,459,ArraySingleArgumentConstructor_HoleySmi_DisableAllocationSites
code-creation,Builtin,3,3471,0xa059bf1f020,499,ArraySingleArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,3480,0xa059bf1f260,459,ArraySingleArgumentConstructor_Holey_DisableAllocationSites
code-creation,Builtin,3,3490,0xa059bf1f480,507,ArraySingleArgumentConstructor_PackedDouble_DisableAllocationSites
code-creation,Builtin,3,3499,0xa059bf1f6c0,463,ArraySingleArgumentConstructor_HoleyDouble_DisableAllocationSites
code-creation,Builtin,3,3509,0xa059bf1f8e0,72,ArrayNArgumentsConstructor
code-creation,Builtin,3,3516,0xa059bf1f980,9,InternalArrayConstructor
code-creation,Builtin,3,3526,0xa059bf1f9e0,110,InternalArrayConstructorImpl
code-creation,Builtin,3,3533,0xa059bf1faa0,199,InternalArrayNoArgumentConstructor_Packed
code-creation,Builtin,3,3554,0xa059bf1fbc0,199,InternalArrayNoArgumentConstructor_Holey
code-creation,Builtin,3,3562,0xa059bf1fce0,503,InternalArraySingleArgumentConstructor_Packed
code-creation,Builtin,3,3572,0xa059bf1ff20,459,InternalArraySingleArgumentConstructor_Holey
code-creation,Builtin,3,3579,0xa059bf20140,15,ArrayConcat
code-creation,Builtin,3,3586,0xa059bf201a0,15,ArrayPrototypeFill
code-creation,Builtin,3,3595,0xa059bf20200,956,ArrayIncludesSmiOrObject
code-creation,Builtin,3,3602,0xa059bf20600,120,ArrayIncludesPackedDoubles
code-creation,Builtin,3,3609,0xa059bf206c0,176,ArrayIncludesHoleyDoubles
code-creation,Builtin,3,3635,0xa059bf207c0,880,ArrayIndexOfSmiOrObject
code-creation,Builtin,3,3643,0xa059bf20b80,104,ArrayIndexOfPackedDoubles
code-creation,Builtin,3,3648,0xa059bf20c40,104,ArrayIndexOfHoleyDoubles
code-creation,Builtin,3,3653,0xa059bf20d00,15,ArrayPop
code-creation,Builtin,3,3657,0xa059bf20d60,15,ArrayPush
code-creation,Builtin,3,3660,0xa059bf20dc0,15,ArrayShift
code-creation,Builtin,3,3664,0xa059bf20e20,15,ArraySplice
code-creation,Builtin,3,3668,0xa059bf20e80,15,ArrayUnshift
code-creation,Builtin,3,3684,0xa059bf20ee0,1372,CloneFastJSArray
code-creation,Builtin,3,3689,0xa059bf21480,1394,ExtractFastJSArray
code-creation,Builtin,3,3709,0xa059bf21a40,3056,ArrayEveryLoopContinuation
code-creation,Builtin,3,3716,0xa059bf22680,134,ArrayEveryLoopEagerDeoptContinuation
code-creation,Builtin,3,3726,0xa059bf22760,492,ArrayEveryLoopLazyDeoptContinuation
code-creation,Builtin,3,3734,0xa059bf229a0,3044,ArraySomeLoopContinuation
code-creation,Builtin,3,3740,0xa059bf235e0,134,ArraySomeLoopEagerDeoptContinuation
code-creation,Builtin,3,3747,0xa059bf236c0,484,ArraySomeLoopLazyDeoptContinuation
code-creation,Builtin,3,3759,0xa059bf23900,5012,ArrayFilterLoopContinuation
code-creation,Builtin,3,3766,0xa059bf24ce0,134,ArrayFilterLoopEagerDeoptContinuation
code-creation,Builtin,3,3776,0xa059bf24dc0,758,ArrayFilterLoopLazyDeoptContinuation
code-creation,Builtin,3,3784,0xa059bf25100,2936,ArrayMapLoopContinuation
code-creation,Builtin,3,3793,0xa059bf25cc0,134,ArrayMapLoopEagerDeoptContinuation
code-creation,Builtin,3,3801,0xa059bf25da0,380,ArrayMapLoopLazyDeoptContinuation
code-creation,Builtin,3,3812,0xa059bf25f60,2976,ArrayReduceLoopContinuation
code-creation,Builtin,3,3819,0xa059bf26b40,130,ArrayReducePreLoopEagerDeoptContinuation
code-creation,Builtin,3,3828,0xa059bf26c20,134,ArrayReduceLoopEagerDeoptContinuation
code-creation,Builtin,3,3835,0xa059bf26d00,134,ArrayReduceLoopLazyDeoptContinuation
code-creation,Builtin,3,3846,0xa059bf26de0,2912,ArrayReduceRightLoopContinuation
code-creation,Builtin,3,3853,0xa059bf27980,146,ArrayReduceRightPreLoopEagerDeoptContinuation
code-creation,Builtin,3,3863,0xa059bf27a60,134,ArrayReduceRightLoopEagerDeoptContinuation
code-creation,Builtin,3,3871,0xa059bf27b40,134,ArrayReduceRightLoopLazyDeoptContinuation
code-creation,Builtin,3,3881,0xa059bf27c20,628,ArrayFindLoopContinuation
code-creation,Builtin,3,3888,0xa059bf27ee0,134,ArrayFindLoopEagerDeoptContinuation
code-creation,Builtin,3,3897,0xa059bf27fc0,134,ArrayFindLoopLazyDeoptContinuation
code-creation,Builtin,3,3904,0xa059bf280a0,293,ArrayFindLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,3915,0xa059bf28220,620,ArrayFindIndexLoopContinuation
code-creation,Builtin,3,3922,0xa059bf284e0,138,ArrayFindIndexLoopEagerDeoptContinuation
code-creation,Builtin,3,3932,0xa059bf285c0,138,ArrayFindIndexLoopLazyDeoptContinuation
code-creation,Builtin,3,3939,0xa059bf286a0,301,ArrayFindIndexLoopAfterCallbackLazyDeoptContinuation
code-creation,Builtin,3,3952,0xa059bf28820,4008,FlattenIntoArray
code-creation,Builtin,3,3960,0xa059bf29820,4048,FlatMapIntoArray
code-creation,Builtin,3,3968,0xa059bf2a840,15,ArrayBufferConstructor
code-creation,Builtin,3,3975,0xa059bf2a8a0,15,ArrayBufferConstructor_DoNotInitialize
code-creation,Builtin,3,3985,0xa059bf2a900,15,ArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,3992,0xa059bf2a960,15,ArrayBufferIsView
code-creation,Builtin,3,4001,0xa059bf2a9c0,15,ArrayBufferPrototypeSlice
code-creation,Builtin,3,4008,0xa059bf2aa20,15,BigIntConstructor
code-creation,Builtin,3,4017,0xa059bf2aa80,15,BigIntAsUintN
code-creation,Builtin,3,4023,0xa059bf2aae0,15,BigIntAsIntN
code-creation,Builtin,3,4030,0xa059bf2ab40,15,BigIntPrototypeToLocaleString
code-creation,Builtin,3,4039,0xa059bf2aba0,15,BigIntPrototypeToString
code-creation,Builtin,3,4045,0xa059bf2ac00,15,BigIntPrototypeValueOf
code-creation,Builtin,3,4051,0xa059bf2ac60,15,BooleanConstructor
code-creation,Builtin,3,4060,0xa059bf2acc0,15,CallSitePrototypeGetColumnNumber
code-creation,Builtin,3,4067,0xa059bf2ad20,15,CallSitePrototypeGetEvalOrigin
code-creation,Builtin,3,4077,0xa059bf2ad80,15,CallSitePrototypeGetFileName
code-creation,Builtin,3,4083,0xa059bf2ade0,15,CallSitePrototypeGetFunction
code-creation,Builtin,3,4093,0xa059bf2ae40,15,CallSitePrototypeGetFunctionName
code-creation,Builtin,3,4100,0xa059bf2aea0,15,CallSitePrototypeGetLineNumber
code-creation,Builtin,3,4110,0xa059bf2af00,15,CallSitePrototypeGetMethodName
code-creation,Builtin,3,4117,0xa059bf2af60,15,CallSitePrototypeGetPosition
code-creation,Builtin,3,4127,0xa059bf2afc0,15,CallSitePrototypeGetScriptNameOrSourceURL
code-creation,Builtin,3,4142,0xa059bf2b020,15,CallSitePrototypeGetThis
code-creation,Builtin,3,4149,0xa059bf2b080,15,CallSitePrototypeGetTypeName
code-creation,Builtin,3,4159,0xa059bf2b0e0,15,CallSitePrototypeIsConstructor
code-creation,Builtin,3,4167,0xa059bf2b140,15,CallSitePrototypeIsEval
code-creation,Builtin,3,4176,0xa059bf2b1a0,15,CallSitePrototypeIsNative
code-creation,Builtin,3,4182,0xa059bf2b200,15,CallSitePrototypeIsToplevel
code-creation,Builtin,3,4192,0xa059bf2b260,15,CallSitePrototypeToString
code-creation,Builtin,3,4199,0xa059bf2b2c0,15,ConsoleDebug
code-creation,Builtin,3,4205,0xa059bf2b320,15,ConsoleError
code-creation,Builtin,3,4214,0xa059bf2b380,15,ConsoleInfo
code-creation,Builtin,3,4220,0xa059bf2b3e0,15,ConsoleLog
code-creation,Builtin,3,4225,0xa059bf2b440,15,ConsoleWarn
code-creation,Builtin,3,4234,0xa059bf2b4a0,15,ConsoleDir
code-creation,Builtin,3,4240,0xa059bf2b500,15,ConsoleDirXml
code-creation,Builtin,3,4246,0xa059bf2b560,15,ConsoleTable
code-creation,Builtin,3,4255,0xa059bf2b5c0,15,ConsoleTrace
code-creation,Builtin,3,4261,0xa059bf2b620,15,ConsoleGroup
code-creation,Builtin,3,4267,0xa059bf2b680,15,ConsoleGroupCollapsed
code-creation,Builtin,3,4276,0xa059bf2b6e0,15,ConsoleGroupEnd
code-creation,Builtin,3,4282,0xa059bf2b740,15,ConsoleClear
code-creation,Builtin,3,4288,0xa059bf2b7a0,15,ConsoleCount
code-creation,Builtin,3,4297,0xa059bf2b800,15,ConsoleCountReset
code-creation,Builtin,3,4303,0xa059bf2b860,15,ConsoleAssert
code-creation,Builtin,3,4310,0xa059bf2b8c0,15,ConsoleProfile
code-creation,Builtin,3,4318,0xa059bf2b920,15,ConsoleProfileEnd
code-creation,Builtin,3,4324,0xa059bf2b980,15,ConsoleTime
code-creation,Builtin,3,4330,0xa059bf2b9e0,15,ConsoleTimeEnd
code-creation,Builtin,3,4339,0xa059bf2ba40,15,ConsoleTimeStamp
code-creation,Builtin,3,4345,0xa059bf2baa0,15,ConsoleContext
code-creation,Builtin,3,4351,0xa059bf2bb00,15,DataViewConstructor
code-creation,Builtin,3,4360,0xa059bf2bb60,15,DateConstructor
code-creation,Builtin,3,4367,0xa059bf2bbc0,15,DatePrototypeGetYear
code-creation,Builtin,3,4377,0xa059bf2bc20,15,DatePrototypeSetYear
code-creation,Builtin,3,4383,0xa059bf2bc80,15,DateNow
code-creation,Builtin,3,4389,0xa059bf2bce0,15,DateParse
code-creation,Builtin,3,4398,0xa059bf2bd40,15,DatePrototypeSetDate
code-creation,Builtin,3,4404,0xa059bf2bda0,15,DatePrototypeSetFullYear
code-creation,Builtin,3,4414,0xa059bf2be00,15,DatePrototypeSetHours
code-creation,Builtin,3,4421,0xa059bf2be60,15,DatePrototypeSetMilliseconds
code-creation,Builtin,3,4431,0xa059bf2bec0,15,DatePrototypeSetMinutes
code-creation,Builtin,3,4438,0xa059bf2bf20,15,DatePrototypeSetMonth
code-creation,Builtin,3,4444,0xa059bf2bf80,15,DatePrototypeSetSeconds
code-creation,Builtin,3,4452,0xa059bf2bfe0,15,DatePrototypeSetTime
code-creation,Builtin,3,4459,0xa059bf2c040,15,DatePrototypeSetUTCDate
code-creation,Builtin,3,4465,0xa059bf2c0a0,15,DatePrototypeSetUTCFullYear
code-creation,Builtin,3,4474,0xa059bf2c100,15,DatePrototypeSetUTCHours
code-creation,Builtin,3,4481,0xa059bf2c160,15,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,3,4491,0xa059bf2c1c0,15,DatePrototypeSetUTCMinutes
code-creation,Builtin,3,4498,0xa059bf2c220,15,DatePrototypeSetUTCMonth
code-creation,Builtin,3,4507,0xa059bf2c280,15,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,4514,0xa059bf2c2e0,15,DatePrototypeToDateString
code-creation,Builtin,3,4524,0xa059bf2c340,15,DatePrototypeToISOString
code-creation,Builtin,3,4531,0xa059bf2c3a0,15,DatePrototypeToUTCString
code-creation,Builtin,3,4540,0xa059bf2c400,15,DatePrototypeToString
code-creation,Builtin,3,4547,0xa059bf2c460,15,DatePrototypeToTimeString
code-creation,Builtin,3,4554,0xa059bf2c4c0,15,DatePrototypeToJson
code-creation,Builtin,3,4562,0xa059bf2c520,15,DateUTC
code-creation,Builtin,3,4568,0xa059bf2c580,15,ErrorConstructor
code-creation,Builtin,3,4574,0xa059bf2c5e0,15,ErrorCaptureStackTrace
code-creation,Builtin,3,4583,0xa059bf2c640,15,ErrorPrototypeToString
code-creation,Builtin,3,4590,0xa059bf2c6a0,15,MakeError
code-creation,Builtin,3,4596,0xa059bf2c700,15,MakeRangeError
code-creation,Builtin,3,4609,0xa059bf2c760,15,MakeSyntaxError
code-creation,Builtin,3,4615,0xa059bf2c7c0,15,MakeTypeError
code-creation,Builtin,3,4622,0xa059bf2c820,15,MakeURIError
code-creation,Builtin,3,4630,0xa059bf2c880,15,FunctionConstructor
code-creation,Builtin,3,4636,0xa059bf2c8e0,64,FunctionPrototypeApply
