index	success_ratio (division)	success_rate (division)	mean_second_ratio (division)	second_ratio_SNR (division)	probe_index (division)	mean_time (division)	order_index (division)	success_ratio (sequential)	success_rate (sequential)	mean_second_ratio (sequential)	second_ratio_SNR (sequential)	probe_index (sequential)	mean_time (sequential)	order_index (sequential)
170	0.996	296.21698786469017	0.2778447121820615	79.9108417051086	170	127.24570351719379	80	1	400.83373416934194	0.2901000000000001	68.82805610852817	170	129.00394765625	
171	0.99	337.2164316396213	0.2864983164983165	73.933708620738	171	130.33736979166667	69	0.994	395.8266964034378	0.31619718309859174	65.53477448949046	171	131.3945508991449	
172	0.97	264.86811206439637	0.2784536082474227	78.06223932291473	172	117.86532337306701	87	1	402.4792723181017	0.3072000000000001	66.90832550934859	172	130.569265625	
173	0.998	345.8313119390475	0.2978957915831664	69.81534016697248	173	133.7070516032064	85	0.998	434.8204949472622	0.3140280561122246	65.63656710801166	173	126.77915361973946	
174	0.996	323.18774742187213	0.27961847389558236	78.66857500282097	174	130.53944802648095	86	1	436.948352704737	0.30320000000000014	66.89782806283492	174	125.81244895833332	
175	0.986	326.3819927167879	0.29895199459093985	69.27415705279573	175	130.7180321374239	64	0.998	392.6042486251811	0.2903807615230461	71.60271746935517	175	126.11955238602204	
176	0.968	289.5083143922905	0.2846763085399449	72.63689168537168	176	125.39145628873969	88	1	391.6346831668771	0.28696666666666676	74.60899919289999	176	128.5226171875	
177	0.99	351.66240409422966	0.3067340067340069	66.682192567317	177	133.06060172032824	79	1	394.1042011506179	0.28070000000000006	78.34697773505759	177	126.87428710937498	
178	0.978	308.71212121162205	0.29025221540558976	70.92819030548036	178	126.89723007732616	81	0.998	396.09461819342255	0.30106880427521726	67.55665342180505	178	125.75878240856714	
179	0.998	327.7073619257413	0.28764195056780234	73.48442574347688	179	129.1315055893036	76	1	416.4584374491622	0.31240000000000007	64.68354008456436	179	126.56274999999997	
180	1	339.9048266473817	0.29620000000000013	70.12262991622143	180	131.81149726562498	151	1	400.1920922040642	0.31500000000000017	66.52681525020944	180	132.01706718749998	
181	0.996	347.91113595050047	0.3184404283801875	62.056235161039226	181	127.04760683358434	77	0.998	409.95727900127605	0.3017034068136274	69.076558378382	181	127.59055063251502	
182	0.998	349.1952414266614	0.3045758183032733	67.89055899506678	182	131.83589327091684	78	1	392.74212552308404	0.2800000000000001	78.22818163075235	182	122.034915234375	
183	0.974	278.1109017198662	0.2896303901437372	71.39771186793168	183	118.9616057869182	72	1	394.25958051049895	0.2868333333333334	73.44298216023006	183	124.40990507812498	
184	0.998	427.7020656546866	0.3134936539746161	65.27553589146046	184	125.60696940756515	221	0.998	403.19974143253995	0.3024048096192386	68.22747609616427	184	129.0205258172595	
185	1	395.2256738584719	0.2751	84.44696560891065	185	127.797790234375	220	1	386.8172675226201	0.27480000000000004	84.59555900018997	185	126.68435624999998	
186	0.998	400.0320666963366	0.29829659318637275	67.76156046419975	186	130.06560347257013	222	1	403.1282754203632	0.28526666666666667	74.1277996960804	186	122.97931640625	
187	0.974	291.65169481571434	0.2809377138945929	77.97467633544191	187	123.51995997497434	73	1	392.6804366604158	0.27220000000000005	87.7939709609576	187	122.47075234375	
188	0.996	337.35266224316075	0.28657965194109775	73.0167875769407	188	126.73530763679719	75	1	394.695295232828	0.2775	78.52844212841343	188	122.339473046875	
189	0.998	324.4684309782106	0.29004676018704084	70.90433511149787	189	131.4057345159068	74	0.998	406.94829554568906	0.3003006012024049	68.63649854742694	189	127.151617688502	
190	1	344.21038138411495	0.28090000000000004	77.47308789144434	190	125.65329140625002	152	1	389.6205096249909	0.29240000000000016	71.44166568850646	190	127.093321484375	
191	0.996	354.4231727270153	0.2834002677376172	76.28696972033333	191	125.91791933358434	16	1	398.5016338551237	0.28840000000000005	72.11172992322201	191	124.475253515625	
192	0.978	294.0115440097824	0.2800272665303341	77.85225332786358	192	123.43537752428425	104	1	411.3195129941593	0.2724	85.55642907950073	192	121.76054570312502	
193	0.992	340.7061409509375	0.27557123655913984	83.05179539833914	193	126.93826353011592	101	1	401.1875150448916	0.2938000000000001	69.72730594437095	193	127.63908984375	
194	0.994	331.8200026679426	0.2998993963782697	67.4224472910107	194	131.1384793133803	103	1	403.35592126466656	0.31510000000000016	64.46817829804806	194	130.00324179687502	
195	0.986	301.19745845682115	0.2776876267748479	82.34298991456669	195	123.479310740999	95	0.998	404.80246612871053	0.3156980627922514	66.38832662849684	195	131.86065255511022	
196	0.992	361.4633435364613	0.29848790322580654	67.4958525686179	196	127.62995605468751	102	1	401.6709511566846	0.30446666666666683	66.64998592161409	196	128.75890390625003	
197	0.978	298.6989188212068	0.2812201772324472	72.95659509733889	197	125.03402751150306	99	1	415.73127130314526	0.3045666666666668	66.91669844776338	197	126.70980546875003	
198	0.994	331.46591970108	0.2842723004694835	74.58277980929431	198	127.87070587588029	100	0.998	415.279627163669	0.3041082164328658	66.35552048751182	198	127.13803896856211	
199	0.938	283.62360909443265	0.27555081734186215	81.38510240785642	199	126.43462361740406	94	1	433.5009537037521	0.3160000000000001	64.71487308220728	199	127.59458085937501	
200	0.962	285.47688290226165	0.29033264033264045	70.5897157256737	200	130.2444557237526	98	1	420.8399966334945	0.30210000000000015	68.62610273871064	200	127.988921484375	
201	1	345.9010722929341	0.28060000000000007	78.82754069269112	201	132.015999609375	97	0.996	400.8693552288293	0.30799866131191445	66.51207381364807	201	127.62244603413654	
202	0.986	290.30738428943454	0.27707910750507103	81.47831650470593	202	124.32375166391986	105	1	388.59096914680526	0.29190000000000005	71.3744935840687	202	127.33458802083332	
203	0.996	356.32512879308194	0.3002008032128516	69.26441779591944	203	127.84964349585843	96	1	395.50704002372447	0.2938000000000001	70.4888009225244	203	129.48643046875	
204	1	344.66119804203123	0.2952666666666668	67.6356401688574	204	124.45412578125001	136	1	396.38496908101394	0.3037000000000002	68.91562248071995	204	133.207253125	
205	0.972	278.73365450765783	0.28312757201646094	77.01718386668757	205	123.62648625808346	135	1	394.9759064701703	0.2869000000000001	74.81522913175549	205	126.82800234374999	
206	0.994	310.6832531087689	0.28863179074446677	72.43128723051663	206	119.67280008174045	137	1	395.7888070906607	0.28556666666666675	75.05653678828565	206	126.10752265625	
207	0.994	313.68341327808736	0.279644533869886	79.44446262250005	207	126.99789793448188	89	1	405.58079169437946	0.3037000000000002	67.73527223568617	207	129.04222109375	
208	0.998	397.45121465573686	0.31513026052104226	65.88747395359295	208	129.3141098603457	249	0.998	395.7176843779166	0.2834669338677356	74.75407225436408	208	125.60025245804107	
209	0.994	360.3799579421323	0.3047954393024816	66.82687243083348	209	132.58360514650403	92	1	400.6410256388206	0.3018333333333335	67.86611573219211	209	125.80772695312501	
210	1	349.3815945807581	0.29860000000000014	68.06375951728756	210	128.290621875	93	0.996	413.00381489103125	0.3153614457831327	65.47692063635925	210	128.07770966679217	
211	0.998	365.40714704035366	0.3153306613226454	65.39833046456845	211	132.2287567322144	91	0.998	401.3512426600449	0.3137942551770209	66.85478128388444	211	125.81331647670338	
212	0.924	258.2159624414221	0.27622655122655126	77.58078429146741	212	111.86145283752705	140	1	417.8854993712608	0.3189666666666668	64.95831736135737	212	126.3301171875	
213	0.99	315.87007848888635	0.28865319865319883	73.19885787234597	213	131.5376377051768	138	0.998	399.45565161987895	0.2996993987975953	68.75299327118933	213	128.792512368487	
214	0.996	297.81126659474734	0.28681392235609104	74.07782349088824	214	119.60941304279618	139	0.99	391.6449086145214	0.29986531986532	66.20691282805318	214	130.02996330492422	
215	1	326.32815559605143	0.2864333333333333	70.76172751038771	215	123.872099609375	90	0.984	372.44511733640235	0.27940379403794047	79.4236334328646	215	128.5139755621189	
216	0.93	242.56651017198195	0.27806451612903227	80.15086601535084	216	119.30738215245776	122	1	406.371911573349	0.2863000000000001	74.8947635057571	216	125.73427734375002	
217	0.992	322.7485684535782	0.29213709677419364	70.54833739425709	217	133.78500779674897	118	1	406.10786224995644	0.3023000000000002	66.76108048247251	217	129.827048828125	
218	0.97	272.1050269305294	0.276254295532646	80.17414184294064	218	118.75939379295534	121	1	391.42007201935985	0.29910000000000014	69.0126752535629	218	130.12585937499998	
219	0.982	326.0075692187936	0.292837746096402	70.40767596972928	219	130.99728750318224	117	0.998	396.9769291926025	0.27251169004676024	86.67481824218957	219	122.26253953218938	
220	0.952	248.4472049680051	0.27769607843137256	79.10959348511439	220	111.94025037749475	120	0.998	404.1140265659245	0.303173012692051	67.46247399546608	220	124.21435292459923	
221	0.994	334.61253618791255	0.2883299798792757	71.04277865518601	221	129.1699246258803	119	1	392.1261077565838	0.30569999999999997	65.72831958618785	221	130.32572890625	
222	1	331.71896769112595	0.2947000000000001	68.73853431735263	222	130.3615328125	123	1	397.61431411309957	0.3067000000000001	66.69800830306733	222	132.81030546875002	
223	0.998	353.900709222634	0.2935871743486975	70.79541743757191	223	130.14087902367234	19	0.996	429.08840255471756	0.3127510040160644	65.82229734383398	223	129.30655238140062	
224	1	333.7783711632607	0.3015	65.66293251402078	224	116.34428190104167	142	1	398.8194942965257	0.29050000000000004	71.22328102340768	224	127.23699453124999	
225	0.994	273.1970096748689	0.28155600268276326	78.14458293295594	225	118.14721296529174	141	1	403.8772213255148	0.30520000000000014	67.49367156741934	225	133.61742031249997	
226	0.994	348.3563468116662	0.29899396378269627	67.87038075568759	226	126.27085049358655	153	0.998	399.83974359220525	0.29719438877755516	70.03370153677162	226	127.95504289829661	
227	0.996	353.7183038553983	0.292269076305221	71.10495982733438	227	127.44592432228917	22	1	412.5752949931114	0.27530000000000004	83.95482618550653	227	121.36334023437499	
228	0.994	353.15853052152613	0.30513078470824956	66.28790001841813	228	126.94576639524647	29	1	389.13534127207504	0.2898000000000001	73.3393262092099	228	129.592380078125	
229	1	345.2323413648678	0.27763333333333345	82.72515535772449	229	123.72530078125	23	1	390.77764752172635	0.2745	83.55621487275806	229	131.27480742187498	
230	0.994	350.19729424931666	0.2827967806841047	75.67136717160388	230	126.34913858148896	24	0.994	396.8697596399192	0.2932595573440645	69.3838489637252	230	127.55571397132798	
231	0.988	318.85367585386524	0.28431174089068834	75.58052138300151	231	130.10769863360323	21	0.998	401.73899041844186	0.3135270541082165	64.79756018001592	231	131.1411980210421	
232	0.994	348.7964067658373	0.2998323272971161	66.94673350596237	232	127.42880957620724	27	1	409.23228024248385	0.30640000000000017	67.14830114904551	232	127.84910742187503	
233	0.996	345.8093187956061	0.2918340026773762	70.13930287269069	233	128.64638240461846	26	1	398.057479500453	0.3125666666666668	64.79322267585954	233	131.79762265625	
234	0.998	342.3435784831086	0.28894455577822314	71.17189011760837	234	125.04931973321641	154	0.998	407.2139709496854	0.3132264529058117	64.64357495005676	234	127.87338113727454	
235	0.998	349.21967947397144	0.2929859719438878	71.44710949626997	235	127.26363155999498	25	0.998	406.8819308546804	0.29949899799599206	68.9273579593049	235	128.23826050538577	
236	0.994	409.7955145139424	0.31398390342052324	62.97667910452639	236	132.21081017354123	250	0.998	393.6573051460802	0.2967935871743487	69.40670819132087	236	129.79191234030563	
237	0.998	340.7538923798032	0.28513694054776223	74.49508354775298	237	127.12070234218437	28	0.998	394.71602594367704	0.3025050100200402	68.02528293495733	237	132.80741717810622	
238	1	340.6922867291742	0.2840666666666668	76.71457731077484	238	128.290598046875	30	0.998	397.16650748220155	0.288376753507014	72.83659461218913	238	129.76396112537577	
239	0.994	339.5736540031833	0.27957746478873235	77.33553268632855	239	128.36294171277666	20	1	410.20592337113584	0.3104666666666668	65.78281499518378	239	124.79879505208335	
240	1	404.9894702702672	0.28060000000000007	79.50234089461313	240	125.28922500000002	185	1	431.7043688516581	0.3185000000000001	65.34045218552438	240	125.69826484374998	
241	1	418.62022773184384	0.30860000000000015	66.77616662882933	241	125.76552500000001	184	0.996	396.14986874472567	0.3056224899598394	66.71115131430336	241	131.1018856676707	
242	0.994	407.14344228544167	0.32152917505030193	65.05458530873122	242	132.45512449698188	251	0.994	395.98438371606846	0.30804828973843074	66.35101556099934	242	133.25042638644365	
243	1	407.1661237775752	0.2795000000000001	79.18359438550038	243	123.03361171875001	182	1	408.16326530903166	0.30670000000000014	66.82505091260471	243	130.858969921875	
244	1	412.2011541670295	0.30630000000000007	66.81692601354871	244	133.82841875000003	252	1	434.40486532974654	0.3218000000000001	64.34782938151724	244	126.44525507812502	
245	1	408.83074407257686	0.27336666666666676	82.27410473424828	245	121.851198046875	223	1	414.6280786131955	0.30960000000000015	67.17659682683593	245	130.09526132812502	
246	1	404.3998705938996	0.2930666666666666	71.42535696670122	246	126.06409257812498	253	1	410.47533043323733	0.30930000000000013	66.02599983299366	246	130.8185296875	
247	1	400.09602304543404	0.30346666666666666	65.52948497936676	247	126.797044140625	181	1	417.4668113870095	0.31050000000000016	66.23296924415841	247	134.45599101562502	
248	1	399.5844321893917	0.2753	83.95482618550629	248	122.34156757812501	189	1	406.04190352305415	0.31476666666666675	65.39085779116073	248	130.307055859375	
249	0.998	392.1106396364395	0.28386773547094196	76.52448904397207	249	126.67592567948398	188	1	399.6802557941364	0.3055000000000001	66.5171904823677	249	129.573256640625	
250	1	401.83235553941097	0.2764000000000001	83.07263963375449	250	125.85266367187498	254	1	429.7747980040301	0.31410000000000016	63.60092685377322	250	126.27685000000002	
251	0.998	387.6029206148709	0.2797595190380762	78.67846638920699	251	125.04750477517536	183	0.998	423.2759351941926	0.30988643954575823	63.874055904828545	251	126.10058828594687	
252	0.998	406.02115541351844	0.28874415497662	74.80185341777238	252	127.92878804483966	187	0.99	372.5726328443594	0.29676767676767685	66.92773223096235	252	128.91566840277778	
253	0.994	413.23688368032623	0.2935613682092556	70.63451344589785	253	123.75981710575957	186	0.996	376.58802177728484	0.29635207496653293	71.55433447232161	253	129.35929982952646	
254	0.998	400.6101477169865	0.291683366733467	71.93133873621268	254	125.75369645541083	255	0.996	392.65158085747527	0.2907630522088354	70.40850668622221	254	130.16404132153613	
255	0.994	353.2338308477878	0.2923876592890678	72.73137134327546	255	124.82141521001006	1	0.994	386.2594233319244	0.2955063715627097	69.30883118684584	255	129.47370433538728	
